HUC_12	HU_12_NAME	BIN	CROSSED	y	x
20501011201	Bennettsville Creek	3350190	BIG BROOK	42.261191	-75.473155
20501011201	Bennettsville Creek	1094971	BIG BROOK	42.261207	-75.469154
20501020807	Page Brook	3350280	PAGE BROOK	42.259872	-75.765472
20401010105	Upper Little Delaware River	3351820	BRUSH BROOK	42.26223	-74.782302
41300020507	Gordon Brook-Genesee River	2254080	PLUMBOTTOM CREEK	42.22256	-78.024479
50100020305	Lower Cassadaga Creek	3324710	FOLSOM CREEK	42.185484	-79.209589
20501030101	Upper Nanticoke Creek	3349550	TRIB NANTICOKE CR	42.25799	-76.050058
50100010704	Wrights Creek	3370500	TRIB. WRIGHTS CRK	42.208375	-78.535162
50100010404	Storrs Creek-Icshua Creek	3368340	TRIB ISCHUA CREEK	42.213591	-78.361872
50100010406	Oil Creek	2215410	GRIFFIN CREEK	42.216082	-78.279025
20501050305	Dry Run	2216530	DRY RUN CREEK	42.244005	-77.100729
41300020501	Vandermark Creek	3330620	VANDERMARK CREEK	42.227477	-77.867541
20501030403	Wilson Creek	2218590	WILSON CREEK	42.257499	-76.157262
20501030603	Upper Cayuta Creek	3331500	MCDUFFY CREEK	42.252484	-76.590789
20401020302	Pleasant Valley Brook-East Branch Delaware River	3353170	W SETTLEMNT CREEK	42.262819	-74.599823
50100010406	Oil Creek	2215420	GRIFFIN CREEK	42.216621	-78.282203
41300020507	Gordon Brook-Genesee River	1014960	PLUMBOTTOM CREEK	42.223744	-78.026578
50100010406	Oil Creek	1090032	OIL CREEK CHANNEL	42.216072	-78.307489
20200060702	Kiskatom Brook	3303260	KISKATOM BROOK	42.259615	-74.021736
20501030603	Upper Cayuta Creek	3331510	MCDUFFY CREEK	42.25288	-76.588254
50100010406	Oil Creek	1090031	OIL CREEK CHANNEL	42.21632	-78.308333
50100010406	Oil Creek	1047740	PAINTERLICK CRK	42.21579	-78.326994
20200060501	Agawamuck Creek	3222520	AGAWAMUCK CREEK	42.255729	-73.602975
41300020507	Gordon Brook-Genesee River	1014970	GENESEE RIVER	42.224185	-78.03068
20501040204	Purdy Creek	3333460	PURDY CREEK	42.232384	-77.709509
50100010406	Oil Creek	1047770	OIL CREEK	42.217371	-78.2906
20501050307	Curtis Creek-Cohocton River	2216560	MCNUTT RUN	42.244074	-77.174302
20501050305	Dry Run	2217120	DRY RUN CREEK	42.24579	-77.08188
20501020806	Ockerman Brook-Chenango River	1009250	TRIANGLE CREEK	42.261953	-75.817739
41402010601	Headwaters Catherine Creek	1010830	JOHNSON HOLLOW CK	42.250501	-76.837904
20501030102	East Branch Nanticoke Creek	3349590	E BR NANTICOKE CK	42.2608	-76.007832
50100010405	Outlet Cuba Lake	1047750	CUBA LAKE OUTLET	42.217845	-78.308554
50100010802	Little Valley Creek	3322380	LITTLE VALLEY CRK	42.204122	-78.762009
20501040205	Lower Bennetts Creek	1043250	FALL CREEK	42.236242	-77.610061
20501050305	Dry Run	2217130	DRY RUN CREEK	42.247094	-77.084468
41402010601	Headwaters Catherine Creek	3332010	CATHARINE CREEK	42.251362	-76.835868
20501030301	Upper Catatonk Creek	1090200	DRY RUN CREEK	42.2564	-76.507602
41300020506	Van Campen Creek	2256010	TRIB VANCAMPEN CK	42.223819	-78.124591
41300020504	Phillips Creek	2214000	PHILLIPS CREEK	42.226402	-78.031788
20501030603	Upper Cayuta Creek	3332290	JACKSON CREEK	42.255011	-76.628918
50100010406	Oil Creek	3090290	TANNERY CREEK	42.220446	-78.264956
20501030603	Upper Cayuta Creek	3331520	MC DUFFY CREEK	42.256173	-76.578032
41300020507	Gordon Brook-Genesee River	1042860	GENESEE RIVER	42.226923	-78.034214
20200060806	Shingle Kill-Catskill Creek	3369740	SHINGLE KILL	42.263152	-74.024564
41201010402	Twentymile Creek	3325150	TB TWENTYMILE CRK	42.172848	-79.663495
20501030602	Headwaters Cayuta Creek	1041930	CAYUTA CREEK	42.256063	-76.674649
41201010402	Twentymile Creek	2212620	TB TWENTYMILE CRK	42.173459	-79.668381
20401020302	Pleasant Valley Brook-East Branch Delaware River	3353510	E BR DELAWARE RVR	42.268075	-74.583541
20401010105	Upper Little Delaware River	3351800	LITT DELAWARE RVR	42.268628	-74.727065
50100010404	Storrs Creek-Icshua Creek	3322050	ISCHUA CREEK	42.219192	-78.379615
20501050205	Stocking Creek	3333010	STOCKING CREEK	42.245563	-77.327799
20501011202	Kelsey Brook	3350220	TRIB.KELSEY CREEK	42.268085	-75.543293
41201010402	Twentymile Creek	3325480	BR TWENTYMILE CRK	42.174601	-79.662444
20200050105	Little West Kill-Schoharie Creek	3201200	LITTLE WEST KILL	42.267957	-74.41257
50100010704	Wrights Creek	3321920	WRIGHTS CREEK	42.215572	-78.529508
50100010406	Oil Creek	1090080	OIL CREEK	42.223331	-78.280612
20401010201	Platner Brook-Upper West Branch Delaware River	2263220	PEAKES BROOK	42.270491	-74.95453
50100020406	Indian Brook-Conewango Creek	1042680	WILLIS CREEK	42.201035	-78.991556
50100010406	Oil Creek	1090062	OIL CREEK CHANNEL	42.223873	-78.280519
20501030303	Willseyville Creek	1035280	PROSPECT VLLY CRK	42.262557	-76.376079
41300020501	Vandermark Creek	3330590	VANDERMARK CREEK	42.235476	-77.857361
20401010201	Platner Brook-Upper West Branch Delaware River	3352220	PLATNER BROOK	42.271172	-74.986236
11000050202	Green River	1029560	GREEN RIVER	42.260979	-73.470949
41300020507	Gordon Brook-Genesee River	1014980	TUCKER CORNERS CK	42.230889	-78.04933
50100020203	Wing Creek-Prendergast Creek	2212330	PRENDERGAST CREEK	42.183768	-79.484583
20501030404	Middle East Branch Owego Creek	3335290	E.BR.OF OWEGO CRK	42.265884	-76.174027
50100010406	Oil Creek	1090070	OIL CREEK	42.225236	-78.280105
20200060501	Agawamuck Creek	3222680	AGAWAMUCK CREEK	42.263259	-73.570921
50100010705	Lower Great Valley Creek	1041520	GREAT VALLEY CRK.	42.214626	-78.636808
20401010105	Upper Little Delaware River	3351810	TRIB LTTL DELAWRE	42.272315	-74.738369
20200060806	Shingle Kill-Catskill Creek	3367780	GLEN BROOK	42.268611	-74.020538
20200060501	Agawamuck Creek	3222670	AGAWAMUCK CREEK	42.264506	-73.567212
50100010406	Oil Creek	2214910	OIL CREEK	42.226789	-78.276187
41402010601	Headwaters Catherine Creek	1010850	CATHARINE CREEK	42.258913	-76.835603
50100020304	Middle Cassadaga Creek	1027820	HATCH CREEK	42.194867	-79.250534
20200060502	North Creek	3222540	NORTH CREEK	42.265883	-73.661435
20501050307	Curtis Creek-Cohocton River	2216570	COHOCTON RIVER	42.252539	-77.217019
20501030603	Upper Cayuta Creek	3332300	BANFIELD CREEK	42.262604	-76.626932
50100020203	Wing Creek-Prendergast Creek	3323950	PRENDERGAST CREEK	42.186729	-79.4782
50100010805	Cold Spring Creek-Allegheny River	3322680	WAITE CREEK	42.208158	-78.891843
50100020404	Elm Creek	3320830	ELM CREEK	42.206649	-78.946077
20401010106	Wright Brook-Headwaters West Brach Delaware River	1019860	W BR DELAWARE RVR	42.27477	-74.916195
50100020203	Wing Creek-Prendergast Creek	1014430	PRENDERGAST CREEK	42.188639	-79.452305
20401010106	Wright Brook-Headwaters West Brach Delaware River	1019870	W BR DELAWARE RVR	42.275105	-74.916747
20501011202	Kelsey Brook	3350150	WILKINS BROOK	42.274123	-75.542496
20501050306	Meads Creek	3333380	MEADS CREEK	42.25607	-77.110658
20501040408	Middle Canisteo River	2216630	CANISTEO RIVER	42.249358	-77.452423
11000050202	Green River	3222630	CRANSE CREEK	42.265788	-73.487202
50100020403	Clear Creek	2212520	TWENTYEIGHTH CRK	42.201125	-79.148627
20501030303	Willseyville Creek	2267420	PROSPECT VLLY CRK	42.268332	-76.367595
20501011203	Yaleville Brook-Susquehanna River	1077300	UNNAMED CREEK	42.275655	-75.469558
20501040204	Purdy Creek	3333440	PURDY CREEK	42.245427	-77.695644
20501020806	Ockerman Brook-Chenango River	3350320	OCKERMAN BROOK	42.274403	-75.839728
20501020807	Page Brook	3350310	TRIB PAGE BROOK	42.275156	-75.743692
50100020304	Middle Cassadaga Creek	3324700	HATCH CREEK	42.199018	-79.245827
20501050401	Post Creek	1077140	EAST CREEK	42.261053	-76.95666
20200050201	Headwaters Batavia Kill	3302860	BATAVIA KILL	42.27496	-74.187549
50100020403	Clear Creek	3324570	TWENTYEIGHTH CRK	42.203482	-79.131777
50100020406	Indian Brook-Conewango Creek	1042690	CONEWANGO FEEDER	42.208459	-79.003287
20401010106	Wright Brook-Headwaters West Brach Delaware River	3352260	W BR DELAWARE RVR	42.278344	-74.912255
50100020203	Wing Creek-Prendergast Creek	3324020	WING CREEK	42.190366	-79.49795
20501040204	Purdy Creek	3333430	WEBB HOLLOW CREEK	42.247008	-77.69353
20200060501	Agawamuck Creek	3222640	AGAWAMUCK CREEK	42.269909	-73.58423
20501030603	Upper Cayuta Creek	3357500	JACKSON CREEK	42.267233	-76.624383
11000050202	Green River	3221960	GREEN RIVER	42.26854	-73.470645
20501050401	Post Creek	3331670	POST CREEK	42.262031	-76.958509
20501040204	Purdy Creek	2217060	PURDY CREEK	42.247231	-77.691721
50100020206	Bemus Creek-Chautauqua Lake	3324330	BROWNS CREEK	42.195193	-79.38278
20501030403	Wilson Creek	2218610	WILSON CREEK	42.27322	-76.152214
41300020504	Phillips Creek	2254700	TRIB PHILIPS CR	42.239418	-78.016294
20501040204	Purdy Creek	2217080	WEBB HOLLOW CREEK	42.247648	-77.696951
20501030101	Upper Nanticoke Creek	3349570	NANTICOKE CREEK	42.274886	-76.053891
41300020504	Phillips Creek	1042870	FEATHERS CREEK	42.240255	-78.016455
50100020403	Clear Creek	3324520	TWENTYEIGHTH CRK	42.205765	-79.127374
20501040408	Middle Canisteo River	2216670	CANISTEO RIVER	42.252633	-77.517401
41402010601	Headwaters Catherine Creek	3332000	CATHARINE CREEK	42.265584	-76.83519
20200061101	Murderers Creek-Hudson River	1047370	MURDERERS CREEK	42.274286	-73.802412
20200060807	Potic Creek	3200560	POTIC CREEK	42.275612	-73.928265
20200050201	Headwaters Batavia Kill	2269270	BATAVIA KILL	42.277967	-74.199571
20501030602	Headwaters Cayuta Creek	1041940	CAYUTA CREEK	42.268828	-76.682419
50100010802	Little Valley Creek	1046360	LITTLE VALLEY CRK	42.220411	-78.756798
20501040103	Upper Canacadea Creek	2254600	EAST VALLEY CREEK	42.248979	-77.758339
11000050202	Green River	3221950	GREEN RIVER	42.272082	-73.472864
50100020203	Wing Creek-Prendergast Creek	3324010	WING CREEK	42.193558	-79.510648
50100020403	Clear Creek	2212510	TWENTYEIGHTH CRK	42.208253	-79.123297
20200060808	Hans Vosen Kill-Catskill Creek	3303220	CATSKILL CREEK	42.277782	-73.957455
50100020204	Ball Creek-Chautauqua Lake	2212400	TRB CHAUTAUQUA LK	42.197465	-79.422049
20501020806	Ockerman Brook-Chenango River	3367830	OCKERMAN BROOK	42.279634	-75.850955
41300020504	Phillips Creek	2213970	PHILLIPS CREEK	42.243893	-77.989844
50100020204	Ball Creek-Chautauqua Lake	3324320	TRIB CHATAUQUA LK	42.19757	-79.423993
41402010601	Headwaters Catherine Creek	3331990	CATHARINE CREEK	42.268439	-76.836849
50100020403	Clear Creek	2212500	TWENTYEIGHTH CRK	42.209339	-79.123126
20501040407	Colonel Bills Creek	1023520	COLONEL BILLS CRK	42.254408	-77.583293
20501030303	Willseyville Creek	2218480	PROSPECT VLLY CRK	42.27543	-76.361443
20200060806	Shingle Kill-Catskill Creek	3369770	TRB SHINGLE KILL	42.279634	-74.024612
50100010703	Forks Creek	3321730	FORKS CREEK	42.226444	-78.631157
20401010105	Upper Little Delaware River	2271020	LITTLE DELAWARE R	42.283592	-74.708676
20200050201	Headwaters Batavia Kill	3201370	BATAVIA KILL	42.281044	-74.181892
50100020404	Elm Creek	3320970	ELM CREEK	42.216224	-78.945757
41300020504	Phillips Creek	1042880	N BR PHILLIPS CRK	42.245566	-77.987863
41300020504	Phillips Creek	2214040	FEATHERS CREEK	42.245154	-78.013901
20501050307	Curtis Creek-Cohocton River	2217670	HELMS CREEK	42.263157	-77.226363
20501050401	Post Creek	3331260	EAST CREEK	42.268318	-76.942568
20401020302	Pleasant Valley Brook-East Branch Delaware River	3353180	E BR DELAWARE RVR	42.283955	-74.566941
20501030408	Lower West Branch Owego Creek	3335200	W.BR OF OWEGO CRK	42.277983	-76.248592
41300020504	Phillips Creek	2213960	PHILLIPS CREEK	42.246626	-77.960885
50100020304	Middle Cassadaga Creek	3047050	BR CASSADAGA CRK	42.205078	-79.290579
20200060806	Shingle Kill-Catskill Creek	3303270	TROUT BROOK	42.281439	-74.046536
50100020204	Ball Creek-Chautauqua Lake	1012050	MIDWAY CREEK	42.200625	-79.419484
20501040204	Purdy Creek	3333420	TRIB PURDY CREEK	42.25499	-77.679566
20501030303	Willseyville Creek	2267400	PROSPECT VLY CRK	42.278258	-76.358351
20501040103	Upper Canacadea Creek	2213730	EAST VALLEY CREEK	42.253131	-77.761671
20501040103	Upper Canacadea Creek	2213710	PLEASANT VALLEY C	42.253476	-77.762292
20501040103	Upper Canacadea Creek	2254660	TRIB CANACADEA CR	42.252795	-77.797779
20501011104	Carrs Creek	3370400	CARRS CREEK	42.286742	-75.209655
50100020406	Indian Brook-Conewango Creek	3320910	CONEWANGO CREEK	42.216325	-79.025467
50100010704	Wrights Creek	3321950	WRIGHTS CREEK	42.232947	-78.523813
20501040204	Purdy Creek	2217100	PURDY CREEK	42.256025	-77.673791
20501040204	Purdy Creek	2217110	PURDY CREEK	42.256831	-77.642913
20200060806	Shingle Kill-Catskill Creek	3200600	TROUT BROOK	42.283412	-74.056452
41300020504	Phillips Creek	3329900	N BR PHILLIPS CRK	42.248986	-77.98792
41300020504	Phillips Creek	2215040	PHILLIPS CREEK	42.250422	-77.932337
20501020407	Halfway Brook	1030490	HALFWAY BROOK	42.284475	-75.889469
20501030603	Upper Cayuta Creek	3332140	JACKSON CREEK	42.27658	-76.619409
50100020203	Wing Creek-Prendergast Creek	3324050	WING CREEK	42.199162	-79.526062
20200060806	Shingle Kill-Catskill Creek	3303230	SHINGLE KILL	42.28435	-74.007438
50100020403	Clear Creek	3324500	CLEAR CREEK	42.216322	-79.079308
20501011104	Carrs Creek	3353520	WILLOW BROOK	42.28881	-75.255755
50100010802	Little Valley Creek	1046370	LITTLE VALLEY CRK	42.2275	-78.763035
20501040103	Upper Canacadea Creek	2255080	TRB CANACADEA CRK	42.255456	-77.792078
50100010704	Wrights Creek	3321970	WRIGHTS CREEK	42.236341	-78.489467
20501011202	Kelsey Brook	3350210	KELSEY CREEK	42.288564	-75.535827
50100020403	Clear Creek	1027980	TWENTY-EIGHTH CRK	42.216199	-79.108063
20501040204	Purdy Creek	1060590	PURDY CREEK	42.260146	-77.612259
50100020403	Clear Creek	1027990	CLEAR CREEK	42.216601	-79.101433
20501011202	Kelsey Brook	1024790	WILKINS BROOK	42.288833	-75.560123
50100020203	Wing Creek-Prendergast Creek	2267110	WING CREEK	42.200756	-79.527911
20501011104	Carrs Creek	3353250	WILLOW BROOK	42.289948	-75.257297
50100010704	Wrights Creek	3321960	WRIGHTS CREEK	42.237282	-78.485157
20501030601	Pony Hollow Creek	1041950	PONY HOLLOW CREEK	42.278063	-76.692311
20501040103	Upper Canacadea Creek	1049720	TRB CANACADEA CRK	42.256702	-77.788981
20200060502	North Creek	3222550	NORTH CREEK	42.282792	-73.65186
20501040103	Upper Canacadea Creek	2329770	CANACADEA CREEK	42.256891	-77.788626
41300020504	Phillips Creek	2215060	PHILLIPS CREEK	42.253923	-77.91512
20200050201	Headwaters Batavia Kill	3302850	BATAVIA KILL	42.288313	-74.214911
41300020504	Phillips Creek	3329910	N BR PHILLIPS CRK	42.252587	-77.974134
50100020304	Middle Cassadaga Creek	3047060	TOWERVILLE CREEK	42.210852	-79.295088
20401010106	Wright Brook-Headwaters West Brach Delaware River	3352230	SPRING VALLEY CRK	42.291513	-74.930908
20501030303	Willseyville Creek	1035290	WILLSEYVILLE CRK	42.283332	-76.378471
20501030403	Wilson Creek	2218360	WILSON CREEK	42.286286	-76.142506
50100020304	Middle Cassadaga Creek	3324260	TRB CASSADAGA CRK	42.211466	-79.302718
20501011104	Carrs Creek	3353230	CARRS CREEK	42.292139	-75.257224
50100010405	Outlet Cuba Lake	3357560	MUNGER HOLLOW CRK	42.244741	-78.306448
41300020506	Van Campen Creek	1014990	Van Campen Creek	42.251821	-78.057975
20501011203	Yaleville Brook-Susquehanna River	1040390	SUSQUEHANNA RIVER	42.291781	-75.476481
50100020406	Indian Brook-Conewango Creek	3320900	CONEWANGO DREDGE	42.221735	-79.036108
20501011104	Carrs Creek	2227140	CARRS CREEK	42.292591	-75.256377
20501040204	Purdy Creek	3333410	TRIB PURDY CREEK	42.262228	-77.654777
50100020403	Clear Creek	3320890	CLEAR CREEK	42.22139	-79.052924
20501040408	Middle Canisteo River	3334380	CANISTEO RIVER	42.264027	-77.580049
20501011204	Wylie Brook	1042300	WYLIE BROOK	42.291449	-75.640657
20501040408	Middle Canisteo River	3333110	BAKER CREEK	42.264931	-77.548481
50100010404	Storrs Creek-Icshua Creek	3322040	ISCHUA CREEK	42.24297	-78.39773
20501040408	Middle Canisteo River	3334400	STEPHENS CREEK	42.264621	-77.565646
50100020406	Indian Brook-Conewango Creek	1028000	ALLEN BROOK	42.221501	-79.059957
20200060506	Mud Creek-Claverack Creek	3342270	CLAVERACK CREEK	42.286463	-73.737048
20200050201	Headwaters Batavia Kill	3201380	BATAVIA KILL	42.290893	-74.161507
41300020504	Phillips Creek	1042900	PHILLIPS CREEK	42.25776	-77.888067
41300020504	Phillips Creek	1042890	PHILLIPS CREEK	42.257906	-77.896559
20401020302	Pleasant Valley Brook-East Branch Delaware River	1020880	E BR DELAWARE RVR	42.293832	-74.55911
50100010703	Forks Creek	3321700	FORKS CREEK	42.238397	-78.594763
20501040205	Lower Bennetts Creek	1023530	BENNETT CREEK	42.265422	-77.594049
20501020407	Halfway Brook	3349130	HALFWAY BROOK	42.291341	-75.886654
20501040408	Middle Canisteo River	3333180	OBES GLEN CREEK	42.265837	-77.581286
50100020204	Ball Creek-Chautauqua Lake	3324310	TRB CHAUTAUQUA LK	42.209788	-79.417702
20200050202	Lewis Creek-Batavia Kill	3303210	BATAVIA KILL	42.293299	-74.305828
20200050201	Headwaters Batavia Kill	3302890	BATAVIA KILL	42.292715	-74.215342
41201010303	Chautauqua Creek	3323930	BR CHAUTAUQUA CRK	42.203793	-79.589247
41300020504	Phillips Creek	2256030	PHILLIPS CREEK	42.25922	-77.894438
20501011203	Yaleville Brook-Susquehanna River	1003830	Newton Creek	42.295036	-75.477411
20200050201	Headwaters Batavia Kill	2269290	BATAVIA KILL	42.292867	-74.148259
20501030303	Willseyville Creek	2218510	WILLSEYVILLE CRK	42.287867	-76.375781
20501030404	Middle East Branch Owego Creek	3335300	E.BR.OF OWEGO CRK	42.290153	-76.183211
20200050201	Headwaters Batavia Kill	2269280	BATAVIA KILL	42.293263	-74.140975
20200050201	Headwaters Batavia Kill	3201360	BATAVIA KILL	42.293231	-74.133299
20501040204	Purdy Creek	2217090	ASHBAUGH CREEK	42.266304	-77.653857
50100010404	Storrs Creek-Icshua Creek	3322060	ISCHUA CREEK	42.246911	-78.404486
50100010404	Storrs Creek-Icshua Creek	1095530	BRANCH ISCHUA CRK	42.24717	-78.398804
11000050202	Green River	1016830	GREEN RIVER	42.287541	-73.47055
50100020404	Elm Creek	3322650	PEASLEE HOLLOW CR	42.230908	-78.91917
20200050201	Headwaters Batavia Kill	3302880	BATAVIA KILL	42.2954	-74.212882
20401010104	Elk Creek-Headwaters West Brach Delaware River	3352270	W BR DELAWARE RVR	42.298308	-74.879351
20501030602	Headwaters Cayuta Creek	3332120	HOOKER CREEK	42.285685	-76.735713
20501030601	Pony Hollow Creek	3210180	PONY HOLLOW CREEK	42.287224	-76.689205
50100020403	Clear Creek	3324470	TRIB CLEAR CREEK	42.225696	-79.118983
20501030303	Willseyville Creek	2267410	PROSPECT VLLY CRK	42.291834	-76.345057
50100020403	Clear Creek	3324510	CLEAR CREEK	42.225954	-79.114782
20401010106	Wright Brook-Headwaters West Brach Delaware River	1019880	FALLS CREEK	42.300136	-74.9081
20501050303	Mud Creek	1061392	MUD CREEK	42.278771	-77.224609
20501050303	Mud Creek	1061391	MUD CREEK	42.278866	-77.22437
50100010805	Cold Spring Creek-Allegheny River	3322670	BR COLD SPRING CR	42.234577	-78.888137
41402010601	Headwaters Catherine Creek	2270880	Sleeper Creek	42.285912	-76.83675
41201010402	Twentymile Creek	3325470	TWENTYMILE CREEK	42.204324	-79.70178
20401020302	Pleasant Valley Brook-East Branch Delaware River	2227100	MONTGOMERY HOLLOW	42.300101	-74.550089
20501040103	Upper Canacadea Creek	1042910	CANACADEA CREEK	42.267879	-77.758799
20501050306	Meads Creek	3332620	TRIB MEADS CREEK	42.28221	-77.079805
20501030303	Willseyville Creek	3335100	DANBY CREEK	42.293051	-76.379047
20401020302	Pleasant Valley Brook-East Branch Delaware River	3353210	PLEASANT VLLEY BK	42.300591	-74.560276
20200050202	Lewis Creek-Batavia Kill	1017700	SUTTON HOLLOW CRK	42.299366	-74.296541
41402010601	Headwaters Catherine Creek	1096330	SLEEPERS CREEK	42.286816	-76.842113
20401020302	Pleasant Valley Brook-East Branch Delaware River	2227090	E BR DELAWARE RVR	42.300746	-74.553966
50100020403	Clear Creek	3324560	TRIB CLEAR CREEK	42.227592	-79.136309
41300020602	White Creek-Genesee River	3330280	WHITE CREEK	42.259131	-78.147186
20501030602	Headwaters Cayuta Creek	1041960	CAYUTA CREEK	42.290036	-76.709875
50100020403	Clear Creek	3324580	TRIB CLEAR CREEK	42.22816	-79.138043
50100010802	Little Valley Creek	3322420	BR LITTLE VALLEY	42.239526	-78.818643
20501050306	Meads Creek	2255960	TRIB TO MEADS CK	42.284196	-77.084506
50100010405	Outlet Cuba Lake	3330220	TRIB CUBA LAKE	42.255832	-78.299632
41201010303	Chautauqua Creek	3325980	CHAUTAUQUA CREEK	42.211151	-79.598012
20501011203	Yaleville Brook-Susquehanna River	1003840	YALEVILLE BROOK	42.302655	-75.464245
41300020507	Gordon Brook-Genesee River	1015000	BAKER CREEK	42.262721	-78.064564
20501030404	Middle East Branch Owego Creek	1096390	TRIB E BR OWEGOCK	42.297543	-76.186867
20501011104	Carrs Creek	3353270	CARRS CREEK	42.303253	-75.31502
50100010405	Outlet Cuba Lake	3330240	TRIB CUBA LAKE	42.256436	-78.303663
20501050205	Stocking Creek	2216280	STOCKING CREEK	42.281102	-77.293696
50100010405	Outlet Cuba Lake	3322010	TRIB OF CUBA LAKE	42.256729	-78.309133
41300020507	Gordon Brook-Genesee River	3357600	GENESEE RIVER	42.264045	-78.052077
50100010405	Outlet Cuba Lake	3322020	TRIB OF CUBA LAKE	42.257013	-78.317997
50100010703	Forks Creek	3321940	FORKS CREEK	42.249536	-78.569702
20501011202	Kelsey Brook	1024800	WILKINS BROOK	42.303747	-75.598075
20200050202	Lewis Creek-Batavia Kill	1017690	WEST HOLLOW BROOK	42.303509	-74.333555
41300020507	Gordon Brook-Genesee River	1062202	GENESEE RIVER	42.264694	-78.058113
20200050201	Headwaters Batavia Kill	3302830	BATAVIA KILL	42.303253	-74.271733
50100010802	Little Valley Creek	1042740	LITTLE VALLEY CRK	42.243178	-78.784569
41300020507	Gordon Brook-Genesee River	1062201	GENESEE RIVER	42.264861	-78.058606
20501040406	Upper Canisteo River	2218050	CANISTEO RIVER	42.276326	-77.601651
20200050202	Lewis Creek-Batavia Kill	1017920	BATAVIA KILL	42.304366	-74.417327
20200060806	Shingle Kill-Catskill Creek	3303280	SHINGLE KILL	42.301875	-74.003281
20501030602	Headwaters Cayuta Creek	1010230	CAYUTA CREEK	42.293602	-76.712277
20501020704	Lower Genegantslet Creek	1009260	GENEGANTSLET CRK.	42.303683	-75.800565
20200050201	Headwaters Batavia Kill	1017730	BATAVIA KILL TRIB	42.303774	-74.20198
20200060502	North Creek	3342380	NORTH CREEK	42.298626	-73.638077
50100010702	Middle Great Valley Creek	3321740	GREAT VALLEY CRK	42.24929	-78.640468
50100010405	Outlet Cuba Lake	3322030	TRIB OF CUBA LAKE	42.259161	-78.321544
50100020403	Clear Creek	3324540	BR OF CLEAR CREEK	42.231986	-79.156709
20501030602	Headwaters Cayuta Creek	3332270	HOOKER CREEK	42.294669	-76.71922
50100010405	Outlet Cuba Lake	3330230	RAWSON CREEK	42.260151	-78.299736
20501050401	Post Creek	3332320	TRIB POST CREEK	42.291156	-76.96584
20501030406	Middle West Branch Owego Creek	3314050	BOYER CREEK	42.301145	-76.254631
20501030602	Headwaters Cayuta Creek	1041970	HOOKER CREEK	42.295264	-76.715597
50100020202	Big Inlet-Chautauqua Lake	3323990	TRB CHAUTAUQUA LK	42.220109	-79.497157
20200050201	Headwaters Batavia Kill	3302900	BATAVIA KILL	42.305925	-74.251334
50100010802	Little Valley Creek	1042720	FEED LIT VALLEY C	42.245049	-78.812312
50100010802	Little Valley Creek	1042750	DUBLIN HOLLOW CK	42.247139	-78.762749
20501020407	Halfway Brook	3349120	HALFWAY BROOK	42.305798	-75.874418
20501050306	Meads Creek	3332640	TRIB MEADS CREEK	42.291226	-77.049263
50100020202	Big Inlet-Chautauqua Lake	3323970	TRB CHAUTAUQUA LK	42.221887	-79.493165
20200050201	Headwaters Batavia Kill	1017740	BATAVIA KILL TRIB	42.307151	-74.19308
50100010802	Little Valley Creek	3322440	LITTLE VALLEY CRK	42.24745	-78.788824
20501030101	Upper Nanticoke Creek	3349510	NANTICOKE CREEK	42.304967	-76.082788
50100020401	Mud Creek	1028030	MUD CREEK	42.23866	-79.048336
20200050201	Headwaters Batavia Kill	1017710	MAD BROOK	42.307715	-74.249735
20501030303	Willseyville Creek	1035300	WILLSEYVLLE CREEK	42.301792	-76.393554
20501050207	Smith Run-Cohocton River	1090880	COHOCTON RIVER	42.288834	-77.225812
20401010103	Rose Brook-Headwaters West Brach Delaware River	3370970	ROSE BROOK	42.309912	-74.652185
20501011104	Carrs Creek	1094120	CARRS CREEK	42.310105	-75.332392
20401010104	Elk Creek-Headwaters West Brach Delaware River	3352280	W BR DELAWARE RVR	42.310491	-74.839043
50100020402	Cherry Creek-Conewango Creek	1028020	STATE DRAIN DITCH	42.238904	-79.054168
50100010802	Little Valley Creek	3322410	BR LITTLE VALLEY	42.247612	-78.800226
20501050303	Mud Creek	1090860	MUD CREEK	42.289101	-77.221334
20501020704	Lower Genegantslet Creek	3350330	INDIAN BROOK	42.307818	-75.801589
20401010106	Wright Brook-Headwaters West Brach Delaware River	2269060	HONEST BROOK	42.310675	-74.910026
20200050201	Headwaters Batavia Kill	1045160	BATAVIA KILL	42.308225	-74.231529
41402010602	Sleeper Creek-Catherine Creek	3332540	CATHARINE CREEK	42.296248	-76.8467
50100020402	Cherry Creek-Conewango Creek	1028010	CONEWANGO CREEK	42.239704	-79.057006
20200050201	Headwaters Batavia Kill	1017720	NAUVO STREAM	42.308962	-74.233947
20200060806	Shingle Kill-Catskill Creek	3303290	SHINGLE KILL	42.30718	-74.002226
50100010802	Little Valley Creek	1042730	TB LIT VALLEY CRK	42.249028	-78.798251
50100020303	Upper Cassadaga Creek	3324270	CASSADAGA CREEK	42.231579	-79.297431
50100010702	Middle Great Valley Creek	3321690	SOMERVLLE VAL CRK	42.254608	-78.64029
50100020401	Mud Creek	3320810	MILL CREEK	42.241453	-79.045728
50100020401	Mud Creek	1028040	MILL CREEK	42.24215	-79.031073
41300020601	Black Creek-Genesee River	2214860	BLACK CREEK	42.267629	-78.226899
20401010106	Wright Brook-Headwaters West Brach Delaware River	1019890	HONEST BROOK	42.313196	-74.909902
